index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
139,Cali,0.0,210.18077,0.287,0.0,9,0.929,-10.893,0,0.849,0.34384449941445117,0.6548006624363821,194.56,189.859,4,1.0,C'est Toujours Le Matin,Menteur / L'Amour Parfait,2003
140,Maria & Margot Hellwig/Die Garmischer Alpenjäger,0.0,202.52689,0.304,0.0,2,0.852,-7.753,1,0.709,0.35589903845892507,nan,194.345,109.601,4,0.986,Lieder_ Die Uns Ein Leben Lang Begleiten,Lieder Meines Lebens - Zum 90. Geburtstag Der Königin Der Volksmusik,0
141,Melanie And The Secret Army,0.0,186.14812,0.34,0.0,1,0.001,-2.644,1,0.108,0.0,nan,180.518,110.459,4,1.0,All The Lessons,Wahre Lügen,0
142,Mix Mob,0.0,194.7424,0.211,0.0,11,0.041,-7.347,0,0.254,0.33353892446888,0.26586104921065007,194.742,187.284,4,0.811,Show Me The Way,So Cal Drunks,0
143,Vincenzo,0.0,439.17016,0.107,0.0,0,0.0,-15.037,1,0.0,0.3801544645883343,0.0,432.843,124.05,4,1.0,Valium,Liebe*Detail 03,0
144,Frost,0.0,216.99873,0.0,0.0,10,0.155,-5.464,0,0.256,0.46803252796762473,0.0,208.834,91.988,4,0.718,Take a Ride,Till the Wheels Fall Off,0
145,Abbott & Chambers,0.0,492.45995,0.0,0.0,11,0.486,-6.158,0,0.354,0.21893641516044704,nan,486.539,135.993,4,0.151,Where Are You,Dance Nights 02 - Uplifting Trance,0
146,Tommy Makem;The Clancy Brothers,0.0,117.02812,0.0,0.0,11,0.715,-14.43,1,0.654,0.3657473072683132,nan,113.818,120.988,1,0.0,Old Woman From Wexford,Songs of Ireland And Beyond,0
147,Crusaders,0.0,117.68118,0.757,0.0,7,0.246,-9.31,1,0.476,0.36749699613460163,0.0,113.029,98.293,1,0.0,She's My Woman,Fat_ Drunk and Stupid,0
148,Quinteto Violado,0.0,391.00036,0.372,0.0,7,0.79,-22.152,1,0.795,0.3205201351139909,nan,383.332,139.806,5,0.587,Maria Betania,25 Anos Não São 25 Dias,0
149,Karnig Sarkissian,0.0,476.47302,3.756,0.0,9,0.83,-14.369,0,0.817,0.3038618927937814,nan,465.769,67.886,4,0.921,Inrtoduction "Hing Hye Srder,Lisbon Five & Hayrigin Yerke,0
150,Mikey Dread,0.0,261.79873,2.717,0.0,0,0.192,-18.679,1,0.397,0.3604457658067229,nan,245.447,141.148,4,1.0,Master Mantrol (Dub / Instrumental Reggae Music),Mikey Dread Dubwise,0
151,Triana Pura,0.0,202.94485,0.0,0.0,9,0.644,-7.014,1,0.575,0.2547464398514403,0.0,202.945,150.418,3,0.873,Con el chacacha del tren (Cancíon por Rumba),Triana Viva,0
152,Proficy,0.0,230.24281,0.299,0.0,1,0.327,-5.555,1,0.369,0.22762527579089226,nan,222.906,111.116,7,0.895,Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),Serious Friction,0
153,The Cate Brothers,0.0,330.63138,0.2,0.0,0,0.39,-8.875,1,0.435,0.1903461623519362,0.2690718402592736,316.198,167.871,4,0.225,Am I Losing You,Radioland,0
154,Tito Rodriguez,0.0,174.81098,0.0,0.0,2,0.037,-9.315,0,0.468,0.2386963500981182,0.0,170.945,110.065,4,0.0,Me Lo Dijo Adela,Is Hot !,0
155,Saigon Kick,0.0,368.1171,0.496,0.0,9,0.85,-12.157,1,0.562,0.40022175639897006,0.3347065490692206,351.539,58.387,4,0.572,The Way,Live Around The World 1991 - 1996,1993
156,Eden's Bridge,0.0,163.7873,0.403,0.0,11,0.733,-20.32,0,0.757,0.34668379451424397,0.0,152.108,120.039,1,0.0,Just As I Am (Arr.)  (Different From Track One),Celtic Reflections On Hymns,0
157,R. Carlos Nakai,0.0,341.65506,0.427,0.0,9,0.612,-22.404,0,0.68,0.37693998444161575,0.26586104921065007,324.046,136.778,1,0.367,God Rest Ye Merry Gentlemen (World),Winter Dreams for Christmas,0
158,Yölintu,0.0,220.08118,2.258,0.0,2,0.28,-5.766,1,0.511,0.3633414624452025,nan,208.149,110.156,4,1.0,Täysikasvuinen mies,Haavoittumaton,0
159,Markscheider Kunst,0.0,239.0722,0.13,0.0,7,0.113,-7.427,1,0.339,0.4464456618279216,0.4609631614243544,235.247,152.887,4,0.0,Dj,Utopia,2010
160,Ricky Martin,0.0,295.33995,0.243,0.0,11,0.649,-5.676,1,0.739,0.4814269364777582,0.6684064897236877,285.292,161.868,4,1.0,She's All I Ever Had,Ricky Martin,1999
161,Erick Sermon,0.0,228.44036,0.0,0.0,1,0.118,-6.923,1,0.295,0.3683367822461324,0.450992311636255,212.068,95.932,4,1.0,I'm Hot,Music,2001
162,John Sebastian,0.0,170.762,0.295,0.0,10,0.213,-23.086,1,0.331,0.34128872330078414,0.4051157216913865,161.547,112.4,1,0.0,You're A Big Boy Now (Album Version),Rhino Hi-Five: John Sebastian,0
163,Jerry Butler,0.0,149.78567,0.531,0.0,7,0.447,-9.979,1,0.38,0.38958978111331777,nan,141.642,124.253,4,0.683,The Way You Do The Things You Do,Moon River / Delicious Together,0
164,Percy Faith & Felicia Sanders,0.0,198.39955,2.467,0.0,7,0.545,-16.686,1,0.627,0.38811277380636255,nan,190.555,83.461,3,1.0,The Song from Moulin Rogue Where Is Your Heart,Hit Parade 1953,0
165,Mighty Diamonds,0.0,253.57016,0.223,0.0,4,0.851,-7.268,0,0.489,0.414609584706623,0.42744657148843085,241.162,155.827,4,0.505,Sensemilla,Get Ready,0
166,Mariah Carey,0.0,273.52771,0.293,0.0,11,0.226,-5.558,0,0.354,0.7870054686892299,nan,258.357,129.991,4,0.306,Touch My Body,Bye Bye,2008
167,Dann Huff,0.0,147.9571,0.084,0.0,1,0.959,-13.842,0,0.793,0.35698415362587615,nan,141.305,155.815,4,1.0,Exception To The Rule,Solos,0
168,The Crystal Method,0.0,357.642,0.194,0.0,11,0.031,-10.851,1,0.384,0.5557416730659576,0.6325250621154929,350.79,114.313,4,1.0,More,Keep Hope Alive EP,1997
169,Edmundo Ros & His Orchestra,0.0,183.14404,0.636,0.0,3,0.588,-16.262,1,0.757,0.32363492332544525,nan,175.375,161.996,4,0.182,Mélodie d'Amour,The World Of Edmundo Ros,0
170,Karen Peck And New River,0.0,177.76281,0.061,0.0,8,0.573,-8.335,1,0.506,0.37383289436536393,0.0,171.862,148.03,4,0.673,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),I'll Never Be Able To Tell It All (Studio Track),0
171,Edelweiss,0.0,201.42975,0.282,0.0,0,0.023,-12.396,0,0.306,0.3720511322504106,0.38330805475797713,185.789,173.903,4,0.767,The Kangaroo Theory,Wonderful World Of Edelweiss,0
172,Blind Willie Johnson,0.0,198.00771,0.258,0.0,5,0.645,-15.855,1,0.556,0.4011447414777875,nan,191.733,125.692,1,0.0,John the Revelator,The Soul of a Man,1991
173,Guaco,0.0,265.29914,0.351,0.0,0,0.644,-10.312,1,0.669,0.3990902392939598,0.4873785077642102,251.298,169.131,1,0.0,Venite Pa' Maracaibo,Las Mejores Gaitas Vol.1,2000
174,Mick Clarke,0.0,165.72036,0.073,0.0,2,0.316,-8.291,1,0.524,0.299994748415156,nan,165.72,84.736,1,0.044,Wild Ride (From the album Steel And Fire),West Coast Connection / Steel And Fire,0
175,Ebru Yasar,0.0,214.96118,0.345,0.0,6,0.329,-9.183,0,0.436,0.30053105750262227,0.0,206.17,130.023,4,0.216,Birak Yakami,Seni Anan Benim Için Dogurmus,0
176,Krystof,0.0,222.32771,0.328,0.0,9,0.483,-6.611,1,0.472,0.3721191186306522,0.5096409655518045,210.088,88.024,4,0.864,Svedomi,Rubikon,2006
177,Cockney Rejects,0.0,241.50159,0.345,0.0,2,0.734,-2.818,1,0.561,0.42865098878987407,0.3231121208952123,220.259,163.393,4,0.0,It's Alright Bruv,Unforgiven,2007
178,Aisha Duo,0.0,350.64118,0.113,0.0,7,0.615,-21.339,0,0.327,0.4179673472629846,0.5013152373561186,335.256,132.888,3,0.318,Sea_ Subsurface,Quiet Songs,2005
179,Minnie Riperton,0.0,197.69424,2.258,0.0,3,0.332,-10.321,0,0.245,0.3835574697768149,nan,183.385,151.752,4,0.52,Les Fleurs,Les Fleurs & Other Favorites (Digitally Remastered),1990
180,Olga Tañón,0.0,279.53587,0.119,0.0,8,0.08,-5.852,1,0.42,0.439292039978841,0.6837701119912555,276.544,129.962,4,0.334,Como Olvidar (Merengue Versión),100% Merengue,2006
181,Slipknot,0.0,234.05669,3.39,0.0,7,0.777,-3.398,1,0.527,0.5985554118943955,0.4994458348006321,228.496,100.482,4,0.449,People = Sh*t (live) (Album Version),Vol. 3: The Subliminal Verses [Special Package],0
182,Nick Cave & The Bad Seeds,0.0,202.05669,0.0,0.0,7,0.828,-10.319,1,0.812,0.47940767557514763,0.4072330149011048,194.473,70.759,3,0.88,New Morning (Live),Live Seeds,1993
183,Justin,0.0,219.97669,0.253,0.0,0,0.55,-11.132,1,0.565,0.33536857774641954,nan,211.313,99.914,4,0.944,De Lai Bu Yi,No Protection,0
184,Sharon Burch,0.0,225.72363,0.201,0.0,2,0.359,-12.62,1,0.36,0.3019472126925628,nan,213.525,128.578,4,0.914,Earth Child (World),Colors of My Heart,1999
185,Guns N' Roses,0.0,445.17832,0.0,0.0,6,0.389,-3.891,1,0.549,0.7136698195798281,nan,445.178,134.188,7,0.736,Sweet Child O' Mine,Live Era '87-'93,1987
186,Killswitch Engage,0.0,189.20444,0.369,0.0,5,0.024,-3.11,1,0.449,0.5963503376386131,0.675615133932385,186.578,149.998,3,0.697,Never Again (Album Version),Killswitch Engage [Special Edition],0
187,Jane's Addiction,0.0,327.1571,11.802,0.0,1,0.599,-5.234,1,0.532,0.5351630421238075,0.6017080350955488,323.5,138.657,4,1.0,Price I Pay,Strays,2003
188,Nightfall,0.0,207.77751,5.642,0.0,7,0.047,-5.922,1,0.069,0.3533647670234757,0.3864772912554594,207.778,101.994,4,0.273,Master_ Faster_ Sweet Desaster,Diva Futura,1999
189,Sounds Of Blackness,0.0,235.65016,0.217,0.0,1,0.486,-6.171,0,0.353,0.3705666836763819,nan,227.898,152.017,4,0.86,Silent Night (Featuring Geoffrey Jones_ Terrence "T-Bone" Frierson_ Billy Steele),The Night Before Christmas 2,0
190,Rhian Lois,0.0,219.95057,0.0,0.0,9,0.471,-17.493,0,0.4,0.0,0.0,215.226,88.04,3,1.0,My Man's Gone Now,Debut,0
191,Bob Wills,0.0,90.69669,1.059,0.0,7,0.77,-9.282,1,0.685,0.37996076697507797,nan,85.566,130.752,3,0.0,Playboy Theme,For The Last Time,0
192,Ayo,0.0,463.59465,0.0,0.0,8,0.524,-9.932,1,0.431,0.39064123587831157,nan,448.075,208.832,3,1.0,Girls,Live At The Olympia,0
193,Jean Segurel,0.0,131.36934,0.205,0.0,7,0.693,-9.815,1,0.699,0.15726743041262983,nan,128.395,105.395,3,1.0,La Saint-Jean d'été,Les Fiances D'Auvergne,0
194,Mr. Blue,0.0,132.70159,0.0,0.0,7,0.59,-4.123,1,0.5,0.22251697531460474,nan,127.698,133.898,3,0.997,Thanks God I'm A Country Boy,Free Born Man,0
195,Terry Callier,0.0,315.08853,0.653,0.0,7,0.667,-12.93,1,0.988,0.4161730646266773,0.4072330149011048,300.292,118.606,4,1.0,Java Sparrow,Timepeace,1998
196,Mark Lowry,0.0,128.91383,0.0,0.0,11,0.564,-16.174,1,0.487,0.31962677591740224,nan,126.142,138.489,1,0.487,Fritzy & Helen Hanft (Album),The Last Word,0
197,Parallel Sound,0.0,556.69506,3.158,0.0,10,0.044,-10.252,1,0.172,0.0,nan,548.484,130.011,4,0.749,Around The World,Break Loose,0
198,Ronnie Drew,0.0,194.97751,0.216,0.0,7,0.839,-10.098,1,0.705,0.3858666236406792,0.26695518627553855,189.283,117.939,4,0.812,The Ballad Of St. Anne's Reel,The Best Of,0
199,Ultimate Tracks,0.0,279.40526,0.0,0.0,9,0.207,-11.95,0,0.363,0.5574083554087859,nan,263.279,129.99,4,0.246,We Are The Reason - Medium key performance track w/o background vocals,Ultimate Tracks - We Are The Reason - as made popular by Avalon [Performance Track],0
200,Xmilk,0.0,141.16526,0.0,0.0,9,0.062,-4.644,1,0.467,0.32138373011129995,0.0,131.512,197.471,1,0.0,Side By Side,Discografía Completa 1994-2000,0
201,Usher Featuring The Nu Beginning,0.0,313.7824,0.0,0.0,7,0.351,-10.627,1,0.507,0.8512338911268138,nan,300.797,152.879,4,1.0,Mother's Luv,Back To The Beginning - Usher,0
202,Chacho,0.0,460.69506,0.061,0.0,7,0.085,-9.66,1,0.547,0.1661729025936233,0.34580223396532944,410.738,102.572,4,1.0,Meteorito,Meteorito EP,0
203,James Hunter,0.0,180.89751,0.0,0.0,9,0.011,-7.279,0,0.249,0.4315269192148132,0.4541929882180224,173.25,101.664,4,0.0,Class Act,The Hard Way,2008
204,Mississippi John Hurt,0.0,238.94159,0.241,0.0,9,0.835,-23.977,1,0.651,0.4010984647697447,nan,230.708,174.23,1,0.0,Monday Morning Blues,The Immortal,1967
205,Emilio,0.0,191.55546,0.148,0.0,4,0.554,-9.618,1,0.576,0.360829937368727,0.24906579485370342,182.462,94.895,4,0.456,Somebody Stop Me,It's On The House,0
206,Andy & Lucas,0.0,208.92689,0.166,0.0,9,0.653,-7.042,1,0.684,0.4003877565967999,nan,195.634,93.355,5,0.685,Hasta Los Huesos,Andy & Lucas,2003
207,Danny Barnes,0.0,160.46975,0.526,0.0,0,0.0,-13.579,0,0.0,0.43525232354235893,0.23962909777363708,152.073,189.782,4,0.0,Cumberland Gap,Get Myself Together,2005
208,The Knightsbridge Strings,0.0,185.93914,0.63,0.0,2,0.206,-16.271,0,0.42,0.0,nan,171.892,74.153,4,0.992,Mood Indigo,The Strings Sing & The Strings Swing,0
209,Hot Tuna,0.0,304.45669,0.357,0.0,9,0.155,-13.562,0,0.32,0.40517835890761195,nan,299.114,134.616,1,0.0,Hesitation Blues,Platinum & Gold Collection,1970
210,Aleks Syntek,0.0,223.97342,0.0,0.0,3,0.305,-5.064,0,0.285,0.3994315443110678,nan,220.079,127.969,4,0.487,In My Arms (Live Auditorio Nacional 08),20 Años En Vivo,0
211,Jimmie Vaughan,0.0,207.09832,0.0,0.0,5,0.075,-9.483,1,0.263,0.4570729531813909,0.46054128135865785,192.232,110.509,4,0.0,Kinky Woman,Out There,0
212,Tony Tuff,0.0,229.58975,2.177,0.0,4,0.065,-9.655,0,0.293,0.33174476710122014,nan,222.592,149.844,4,0.462,Say Something,Say Something,0
213,Marvin Hamlisch;John Lithgow;Jeffrey Huard,0.0,99.70893,1.367,0.0,9,0.239,-11.404,1,0.39,0.3449724560901687,nan,96.903,118.566,3,0.921,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),Sweet Smell of Success (Original Broadway Cast Recording),0
214,Serpentine,0.0,244.92363,0.204,0.0,11,0.114,-6.165,1,0.376,0.2984483114383103,0.21508031850922793,240.309,88.566,3,1.0,Passion_ Love & Pain (Feat. 25 Kids),Beauty Queen,0
215,T.O.K.,0.0,208.50893,0.137,0.0,0,0.002,-8.28,1,0.336,0.4343463055601184,0.5854528517755737,201.12,100.002,4,1.0,Chi Chi Man,Reggae Gold 2001,2001
216,Klaus Badelt,0.0,128.62649,2.345,0.0,9,0.376,-10.297,0,0.475,0.4693403742592461,0.7033417841342677,128.626,138.54,3,0.156,Moonlight Serenade,Pirates Of The Caribbean Original Soundtrack,2003
217,Aesop Rock,0.0,310.80444,0.0,0.0,6,0.015,-10.311,1,0.195,0.4773108810670025,0.4830645596002331,310.804,87.618,4,0.688,N.Y. Electric / Hunter Interlude,Bazooka Tooth,2003
218,Roy Rogers,0.0,152.97261,0.165,0.0,2,0.508,-11.947,1,0.443,0.40508035332524994,nan,149.49,94.513,4,1.0,The Yellow Rose Of Texas,Country Roots,0
219,Chase & Status,0.0,398.54975,0.0,0.0,4,0.195,-6.492,0,0.226,0.3963562369451036,0.5297306072289015,389.532,87.527,4,0.494,Trapdoor,Ten Tonne EP,2005
220,Four Tet,0.0,393.84771,0.247,0.0,10,0.062,-9.857,1,0.278,0.4744281728989324,0.7042394147754353,379.635,124.043,4,0.657,Plastic People,There Is Love In You,2010
221,The Small Knives,0.0,208.16934,0.0,0.0,7,0.628,-5.896,1,0.687,0.3233207311421996,nan,196.975,167.935,4,0.053,The Line,Rain On Tin,2004
222,The Charms,0.0,42.68363,0.0,0.0,7,0.154,-5.601,1,0.5,0.31992724238883236,nan,42.684,136.191,1,0.0,Mr. Goose,Trelokoritso - Oles oi epityxies,0
223,Alice In Chains,0.0,223.26812,0.0,0.0,10,0.395,-7.532,0,0.461,0.5829215764506247,0.5031845135718077,217.066,100.404,4,1.0,Would?,Unplugged,1992
224,Superchumbo,0.0,443.37587,0.0,0.0,9,0.0,-4.28,0,0.0,0.364787348408113,0.24448679264750278,433.389,85.321,3,1.0,Revolution,Wowie Zowie,2001
225,The Plasmatics,0.0,121.73016,0.0,0.0,2,0.094,-13.399,1,0.091,0.3593247265042633,0.0,121.73,121.47,4,1.0,The White's Bedroom - Fire Escape,Maggots: The Record,2000
226,Alias,0.0,257.95873,0.195,0.0,2,0.1,-10.983,1,0.508,0.4230219215750594,0.3277366831778408,241.47,103.77,4,0.789,What To Do,Alias,0
227,White Heart,0.0,287.9473,0.0,0.0,9,0.207,-8.212,0,0.371,0.33750728916593725,0.2472480943708872,277.653,132.106,4,0.284,Change The Way (Highlands Album Version),Attack!,0
228,Shaggy / Brian & Tony Gold,0.0,199.94077,0.206,0.0,11,0.698,-6.469,1,0.703,0.5421751655888957,0.6340310232094,197.265,101.786,4,0.553,Hey Sexy Lady,Lucky Day,2002
229,Frank Vignola,0.0,234.44853,0.956,0.0,5,0.301,-9.878,0,0.412,0.42498392804946905,0.0,229.471,149.689,1,0.0,But Not For Me,Vignola Plays Gershwin,0
230,D.A.D.,0.0,259.94404,2.723,0.0,4,0.822,-9.12,1,0.645,0.4332438337235128,nan,257.759,152.462,4,0.0,Girl Nation [Live],Osaka After Dark,0
231,Angela Dimitriou,0.0,163.29098,0.084,0.0,0,0.001,-8.189,0,0.154,0.0,nan,157.571,90.063,4,0.643,Edo Pou Ta Leme,14 Megala Tragoudia - Angela Dimitriou,0
232,The Cat's Miaow,0.0,137.29914,3.077,0.0,9,0.41,-12.645,0,0.564,0.35144954073431905,nan,130.717,116.257,4,0.8,You Know It's True,Songs For Girls To Sing,1997
233,Tri Atma,0.0,325.04118,0.362,0.0,9,0.549,-12.269,0,0.402,0.25619508901043286,0.0,300.437,110.651,4,0.273,RAMUKA,Belong To The Sun!,0
234,Savoy Brown,0.0,171.62404,0.511,0.0,7,0.101,-11.212,1,0.439,0.3842902280818292,0.37598430150044215,168.246,150.95,4,0.0,All Burned Out,Kings of Boogie,1989
235,Pepper,0.0,264.59383,0.112,0.0,9,0.563,-7.762,1,0.327,0.4714932266763217,nan,254.647,165.171,4,0.0,Point And Shoot (Demo),To Da Max,2007
236,Josh Groban,0.0,258.40281,2.078,0.0,4,0.814,-8.647,1,0.714,0.7551499130578622,0.2707759989463275,244.175,83.195,4,0.601,Believe (Album Version),The Polar Express - Original Motion Picture Soundtrack,0
237,Oesch's die Dritten,0.0,168.28036,0.392,0.0,8,0.41,-8.079,1,0.593,0.138461596356064,0.0,160.885,96.447,3,0.451,Die Zeit,Frech - Frisch - Jodlerisch,0
238,Toni Braxton,0.0,249.18159,0.09,0.0,1,0.337,-6.297,1,0.429,0.555968803751809,0.662651978737856,235.224,84.797,4,0.0,Tell Me,More Than A Woman,2002
239,Varios,0.0,321.67138,0.0,0.0,9,0.289,-10.458,1,0.477,0.33392987295115983,nan,312.192,129.756,3,0.937,Subida y entrada al cante,El Baile Flamenco Vol. 7      Soleá por Bulerías - Martinete,0
240,Natassa Theodoridou,0.0,212.06159,0.305,0.0,3,0.692,-10.263,0,0.644,0.30318955663217473,nan,206.483,116.228,4,0.255,Den S'Adiko,The Digital Collection,0
241,Tim Wilson,0.0,166.84363,0.0,0.0,5,0.161,-4.97,0,0.388,0.3499126116745628,nan,158.041,122.061,4,0.842,The Michael Vick Song,The Real Twang Thang,2005
242,DJ Godfather,0.0,33.14893,0.0,0.0,1,0.199,-8.521,1,0.515,0.3262082546201735,nan,33.149,174.211,4,1.0,Where You From,Da Bomb Vol 5,0
243,Marc Dorsey,0.0,301.50485,5.172,0.0,7,0.682,-7.006,1,0.699,0.32346228667373755,0.0,285.826,137.953,4,0.25,Love You Again,Crave,1999
244,Erick Sermon,0.0,198.63465,0.0,0.0,0,0.874,-9.384,1,0.617,0.3683367822461324,0.4051157216913865,194.943,97.812,4,1.0,Erick Sermon,No Pressure,1993
245,Richard Galliano,0.0,196.25751,0.2,0.0,0,0.601,-15.062,1,0.488,0.42335610609447943,0.0,193.469,106.153,3,1.0,Honey Fingers,Spleen,1992
246,Goldfish,0.0,208.79628,0.0,0.0,7,0.716,-9.28,1,0.591,0.4422857823914656,0.0,201.671,125.04,4,0.38,Soundtracks and Come Backs (radio mix),Soundtracks & Comebacks,0
247,Elvin Bishop,0.0,316.3424,0.0,0.0,4,0.093,-4.775,0,0.298,0.4078879696190767,0.0,316.342,105.486,1,0.0,Half Way Out The Door (Live),Booty Bumpin',0
248,Julissa,0.0,262.73914,0.351,0.0,9,0.523,-8.133,1,0.606,0.3280462659405008,0.0,255.507,100.005,4,0.601,Gloria,Adorándote: Un Tiempo A Solas Con El,0
249,Alejandro Lerner,0.0,232.48934,4.998,0.0,7,0.651,-17.181,1,0.646,0.3615879415321665,0.0,209.694,129.233,4,0.77,Canta Una Canción De Amor,Lernertres,1984
250,Fyah Blaze,0.0,217.25995,0.0,0.0,9,0.26,-5.095,0,0.348,0.2152722592313886,nan,209.734,208.299,3,1.0,Lion Paw,Truths and Rights,2005
251,Kenny Rogers,0.0,258.89914,0.285,0.0,2,0.958,-15.835,1,0.793,0.6199959503398087,nan,246.851,156.507,3,0.0,Love Is What We Make It,Very Best Of Kenny Rogers,1999
252,Naughty By Nature featuring Phiness,0.0,241.24036,0.177,0.0,1,0.042,-9.742,0,0.314,0.45859540287695577,0.3867901771390143,226.371,107.936,3,1.0,Live Then Lay,Nineteen Naughty Nine Nature's Fury,0
253,The Sonics_ Charlie & The Tunas,0.0,243.1473,0.504,0.0,4,0.637,-10.207,1,0.792,0.44960808830900445,nan,233.958,130.382,4,0.54,Brown Eyed Girl,The Sonics Meet Charlie & The Tunas,0
254,Andy Griffith,0.0,151.32689,3.547,0.0,4,0.62,-11.579,1,0.545,0.31060034368783074,0.23962909777363708,145.148,160.623,4,0.297,Turn Yourn Radio On,Somebody Bigger Than You And I,0
255,The Rolling Stones,0.0,242.20689,0.0,0.0,5,0.842,-3.237,1,0.623,0.7760376560525726,nan,242.207,130.372,4,0.0,Start Me Up,Live Licks,1981
256,David Arkenstone,0.0,236.09424,0.253,0.0,2,0.905,-15.737,1,0.947,0.43094204343555065,0.2445628507051447,227.103,91.888,4,0.537,Raindrops Keep Falling On My Head,Dream Palace,0
257,Leroy Hutson,0.0,291.49995,0.218,0.0,1,0.261,-13.629,1,0.283,0.39717904259160935,0.3347065490692206,278.727,97.691,4,0.369,Lucky Fellow - Original,Leroy Hutson Selected Hits Vol. 2,0
258,The Meatmen,0.0,211.3824,0.096,0.0,7,1.0,-5.712,1,0.758,0.3956275143166047,nan,204.632,149.79,4,0.71,So Long (Originally Performed by Abba),Cover the Earth,0
259,Les Hou-Lops,0.0,177.50159,0.09,0.0,9,0.671,-8.675,1,0.779,0.11615613420763671,nan,169.773,99.214,4,0.433,C'est pour vous que je chante,Vendredi m'obsède,0
260,Blind Lemon Jefferson,0.0,175.15057,0.56,0.0,4,0.18,-19.239,1,0.112,0.38284690149999745,nan,166.522,101.676,3,0.607,Got The Blues,The Complete Classic Sides Remastered: Chicago 1926 Disc A,1926
261,Yndio,0.0,162.61179,0.153,0.0,9,0.497,-6.419,1,0.341,0.31996698426188985,nan,152.317,107.741,1,0.0,Mi Vida Se Pinto De Gris,Lo Basico,0
262,Casey Bill Weldon,0.0,183.71873,0.415,0.0,7,0.211,-18.742,1,0.469,0.0,nan,176.373,107.957,4,0.0,New Round And Round,Casey Bill Weldon Vol. 3 1937-1938,0
263,The Cardigans,0.0,255.39873,0.183,0.0,10,0.558,-8.022,1,0.184,0.5283022622842384,0.6417861861715467,245.522,105.919,3,0.882,Marvel Hill,Gran Turismo,1998
264,Anane,0.0,225.07057,0.537,0.0,9,0.605,-5.554,0,0.567,0.0,nan,219.121,84.682,3,1.0,Let's Get High (Yves Larock Radio Edit w Rap),Let's Get High,0
265,Tranzas,0.0,204.85179,0.119,0.0,8,0.594,-6.682,1,0.426,0.3695057504791091,0.5896996808565597,186.694,126.956,4,0.343,Serenata,Serenata,0
266,Pierre Perret,0.0,238.10567,0.148,0.0,4,0.64,-10.987,0,0.724,0.3529764720200068,nan,228.026,108.241,4,0.611,Donnez-nous des jardins,Pierrot chante pour les gamins_ les marmots...,1975
267,Mum,0.0,242.18077,0.287,0.0,2,0.535,-7.665,1,0.439,0.4669912722868447,0.0,235.752,83.341,1,0.694,Mr. Crump,The Szabotnik 15 Mission,0
268,Lupe Fiasco,0.0,226.66404,0.154,0.0,5,0.546,-5.303,1,0.418,0.5546332305741549,0.8786199597186275,223.161,188.018,7,1.0,The Cool (Amended Album Version),Lupe Fiasco's Food & Liquor,0
269,Jean-Jacques Goldman;Edith Lefel;Malavoi,0.0,238.44526,0.374,0.0,2,0.707,-8.931,1,0.374,0.44925387694771113,0.0,233.587,68.242,4,0.0,Chanson D'Amour,Le Meilleur de Edith Lefel,0
270,Silverchair,0.0,209.00526,0.0,0.0,7,0.058,-5.945,1,0.132,0.536219992815098,0.6043266211545104,203.064,153.785,3,0.531,Roses,Freak Show,1997
271,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,0.0,196.57098,2.194,0.0,1,0.0,-7.827,1,0.085,0.36491403453505683,0.6282967960600924,177.673,114.088,4,0.0,Long Way From Home,The Essential Stevie Ray Vaughan And Double Trouble,1990
272,Irish Tenors,0.0,269.47873,0.247,0.0,7,0.577,-15.391,1,0.608,0.37486261636349727,0.24927947737167888,263.808,69.487,4,0.605,My Love,Sacred,0
273,Cali,0.0,299.49342,0.0,0.0,9,0.137,-7.405,0,0.59,0.34384449941445117,0.0,291.364,89.709,7,0.256,Le Droit Des Pères (Live Electrique),Le Bruit De Ma Vie,0
